Frequency (Hz),N=1,N=2,N=3,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27,N=28,N=29,N=30
460794.2267,12.991738187764014+12.030704292224405j,51.64226384447481+46.68984063771281j,115.73562670963443+104.21431601718449j,205.18936008928512+184.50296891467352j,320.1544854734736+287.666590569822j,460.80783454326547+413.9241654919052j,626.9267012300155+562.8219837859664j,819.6858055298306+734.4965434894909j,1038.7811767068351+928.7085760998036j,1285.1557817494786+1145.8466741007935j,1559.838838188346+1385.8049859259904j,1860.1379933663454+1648.034207822113j,2189.6496015803345+1932.3659072636767j,2553.085470190486+2238.9577408666037j,2945.8109108464323+2571.0966516622707j,3352.7420112024533+2915.3118001767443j,3800.179023418806+3290.157064445128j,4293.253867161111+3683.7223299762777j,4946.947669716437+4215.002974403316j,5362.515211113705+4535.779041934333j,5953.639651472399+4992.671469966371j,6596.680970288649+5464.045715629196j,7249.095674916323+5961.09349025036j,7980.385326725971+6471.17233623389j,8716.23564556822+7000.303682822925j,9523.35071448646+7541.760823729021j,10363.225938077469+8096.928157527754j,11273.251293628822+8674.472398600303j,12237.165283659742+9262.338775718741j,13259.138881696936+9889.31611738929j
464310.0233,13.040400146765913+12.062361409664103j,51.833901690235585+46.80696164696857j,116.15821865667898+104.47246169096188j,205.94579530259654+184.96216904820284j,321.3445054420907+288.378332471159j,462.53468235645244+414.96410258892894j,629.2692931780343+564.1766180802373j,822.7944672500034+736.3085304900782j,1042.6900137294358+931.0049118680898j,1289.9676350601767+1148.7361257162524j,1565.832407637805+1389.2629872170608j,1867.232332273516+1651.8436576827528j,2197.8793189470034+1936.8575188253797j,2562.8816321938075+2244.368756997461j,2957.4886142095056+2577.1085637932315j,3366.7125258413807+2922.8711061357253j,3814.0752664194615+3299.231942490267j,4309.422787809997+3691.989690525801j,4968.766369771717+4224.326865421913j,5385.411574293168+4544.646254375795j,5977.379569729303+5003.390179736819j,6626.9874131331935+5474.771279511094j,7280.384160445917+5973.850302256633j,8019.220337799868+6484.066504770426j,8755.558148928072+7011.80879112462j,9567.37333707057+7553.319838989094j,10415.104367159285+8118.090344937964j,11322.534462206448+8687.32654174502j,12290.577042887022+9271.732215064958j,13334.941613359782+9915.027880884536j
467852.645,13.088832948495176+12.094403022797j,52.02470157386959+46.9247728096747j,116.58526241414512+104.73391772406688j,206.70462820786432+185.4229353788063j,322.52153238780943+289.0934283213835j,464.2545927055644+416.0126659520384j,631.6047836111221+565.6120239360303j,825.7882474795559+738.1883194785584j,1046.6867999748738+933.2723676643803j,1294.8643968370052+1151.678137427002j,1571.8900365708466+1392.666726660221j,1874.3653470239535+1655.738995559498j,2206.3427390220745+1941.7257615176088j,2573.097941255176+2249.4366902876945j,2969.2972482738455+2583.5136026062473j,3379.8183919929547+2929.668572818885j,3830.0347619612076+3306.7709078435955j,4327.920414491226+3699.9489597102242j,4987.523451292536+4233.625801369917j,5409.077154775551+4553.69503584223j,6003.175838756778+5013.7969924267645j,6652.955605341245+5487.577801827544j,7312.654551446438+5984.520973008055j,8054.35808247946+6492.339561762084j,8791.87733763941+7027.406283021064j,9607.555764357337+7568.869682023566j,10468.83597287514+8128.4907604585815j,11377.133141217377+8695.536351788545j,12353.104675505967+9292.548689441375j,13391.195681103496+9932.048758211513j
471422.2964,13.136969205589041+12.126257481606778j,52.21500416163178+47.043757239933605j,117.0155587932629+105.0020444651852j,207.45568262683182+185.8867867170041j,323.7129976277056+289.82889990837975j,465.93994251505933+417.04334010929097j,633.955915857443+567.0268731038494j,828.9165603969687+739.9400939009261j,1050.5175769571558+935.6140164183794j,1299.6714117812983+1154.4537490302478j,1577.728604049914+1396.1511674806254j,1881.6341271158574+1660.2310817503376j,2214.8201776749106+1946.6282925921j,2582.9603022473634+2255.2580382688234j,2980.9652721859347+2589.482930164564j,3393.353322708531+2936.3435455659323j,3845.075908052145+3314.651311946327j,4345.341019562905+3708.7670145813454j,5007.473808826497+4242.702943294248j,5429.132662571368+4564.553557026902j,6028.236966439608+5022.398000616013j,6683.7918352491915+5499.557194068915j,7344.183751240068+6000.626129583436j,8091.555384200242+6507.665069489429j,8838.625547598122+7038.666843966741j,9653.808588390835+7588.33478340228j,10514.147474352932+8137.492435997476j,11429.48834395143+8711.419261362744j,12418.437814408924+9301.019424540897j,13463.44448462786+9944.525113937561j
475019.1838,13.184290374425379+12.159078455262541j,52.4054074115683+47.165038373888535j,117.43830891803026+105.26460559384363j,208.21619440928217+186.36041208170522j,324.8921961629422+290.56564270918307j,467.6619973451904+418.10471584949437j,636.2959802318344+568.4663805261564j,831.9651589888874+741.8619813250326j,1054.3588214967892+937.9419670889944j,1304.5832999607658+1157.1996497194343j,1583.7470178667081+1399.7366700139949j,1888.8161379525745+1664.3120082425155j,2223.1534892507216+1951.4891272254586j,2592.738344625716+2260.750468267622j,2992.6187114041313+2596.630423939014j,3406.4901642102805+2943.441260241036j,3860.255918906591+3321.8851099233834j,4363.030320018775+3718.490974246763j,5028.274917912156+4252.41231134496j,5454.573862039336+4575.8964450961585j,6053.52465579008+5036.5157677949155j,6713.674511746954+5512.042195930581j,7374.543492220223+6012.654196325605j,8128.480739866065+6524.278348126497j,8874.595732472035+7057.78884281953j,9697.167409474057+7597.767059554839j,10565.421893369206+8154.529870813109j,11491.768220824388+8726.132153145008j,12474.40315933509+9321.498179345877j,13526.060655883357+9953.025623225562j
478643.5149,13.232824653070905+12.19116526582914j,52.59427038977009+47.282145213035456j,117.85997346051195+105.52745236212027j,208.96901481934964+186.827781638155j,326.0706264288357+291.300278681136j,469.3668286305125+419.1535354295789j,638.6044533275219+569.8712915143216j,835.01323334014+743.6573221519669j,1058.269507596468+940.3039784446851j,1309.3501338303838+1160.185643274448j,1589.4292118677547+1403.1299512976207j,1895.7235120035966+1668.3051565371368j,2231.39270025706+1956.1079046312186j,2602.7559831978597+2266.3944457616417j,3004.469161314687+2602.3685550949167j,3420.4619809678993+2950.4961089325075j,3875.5592511601017+3330.528845394961j,4380.092684178834+3726.1344969649135j,5049.764430378613+4262.9761157549865j,5476.388938313188+4585.217189017303j,6079.19725266091+5047.938384263794j,6742.476362806181+5524.354793641986j,7406.621500665552+6021.232667296517j,8165.694746085336+6534.12165741085j,8914.74774632763+7067.286653864408j,9744.449056787429+7610.462723074432j,10616.477766254688+8165.811690141467j,11545.844506501064+8744.65395035647j,12533.652330648027+9329.236821641738j,13602.18734268017+9961.097954722374j
482295.4992,13.28071788376268+12.22353446393555j,52.782668880824765+47.40086600360582j,118.29054368995381+105.79331695173407j,209.72291254003116+187.29295954796052j,327.2585763890839+292.0315585494933j,471.08175320736785+420.2066260066643j,640.9517001206157+571.3184986807169j,838.1258977978871+745.5896819306026j,1062.1401108575756+942.6189293982235j,1314.3145535585165+1162.9952174546322j,1595.4216109952176+1406.727192864884j,1902.901446439638+1672.4132169724598j,2240.1834381500485+1960.8277308243503j,2612.5488523291283+2271.48579369508j,3015.6184631093483+2608.4517845064584j,3433.204351926368+2957.862131589428j,3890.2940352598507+3338.260839009904j,4397.740257321112+3735.280572516785j,5069.015716833663+4271.659224576516j,5497.03074470328+4596.554941136256j,6104.403790980235+5057.599171652242j,6769.731700969841+5533.698999052562j,7440.506763884641+6038.571908228154j,8198.909663915427+6550.27991654536j,8956.032802432164+7086.673554208179j,9786.848732913768+7628.45938664268j,10664.663844929537+8187.94917196935j,11603.240287278315+8758.86715042616j,12600.155514759581+9353.695878410465j,13661.737738178792+9985.636076784018j
485975.3476,13.32975000420026+12.256901509494458j,52.97806751065968+47.52488428443285j,118.72702391896084+106.07028190775138j,210.49035730845156+187.78024889143853j,328.4369295925415+292.7633581000327j,472.81771479492534+421.2781803650028j,643.3230198187385+572.7767720751365j,841.2042211168113+747.4690024377106j,1066.1754766896715+945.1175375087746j,1319.1771085080625+1166.0195455541912j,1601.5236406462407+1410.2880231476922j,1909.9962007950019+1676.7402780186012j,2248.7023736374654+1966.028255095204j,2623.0960775706185+2277.547119610685j,3026.8463744638643+2615.8673151255734j,3447.283405597729+2965.0428565458624j,3906.7408769819463+3346.7926350083226j,4416.483820636117+3745.2184580998073j,5090.914446926558+4283.721265937784j,5521.550054368969+4607.897188614263j,6131.7260388791565+5071.695946953668j,6802.391942860971+5548.886298850025j,7475.002417939593+6053.075658136222j,8238.652440650423+6562.972266372569j,8998.870957869009+7098.273941833047j,9837.129936517971+7639.309828927198j,10712.48894019719+8201.630262593651j,11656.021551262234+8770.098942777167j,12662.835363891028+9372.519827568873j,13731.857052941945+9994.566638542934j
489683.2728,13.377517254172249+12.289465436129825j,53.172039419964996+47.6483094080184j,119.15708266390526+106.3404027473481j,211.26219469086877+188.2566488598786j,329.65284038735643+293.53015596695644j,474.5380751625389+422.35071603693075j,645.7207899873065+574.2410717185838j,844.3500098047556+749.3567085992161j,1070.1452543583273+947.4897698739878j,1324.2416009388728+1168.9381401820917j,1607.6678062392907+1413.7377332365486j,1917.509227924516+1680.863519314359j,2257.5948934204016+1970.7605655719226j,2633.377009091499+2283.001646518246j,3039.6371785754686+2622.1293384786113j,3460.421492211394+2972.004964908996j,3922.540422945327+3355.550169466869j,4433.913909199676+3753.4756416149685j,5111.728940421014+4294.019185970829j,5544.625404359339+4618.361843518743j,6158.8549663080275+5083.604575929814j,6828.172188669731+5560.263462896081j,7509.529451381539+6063.939158960929j,8277.067568300108+6577.1944632263j,9042.11260600374+7113.51314671257j,9879.715779449045+7658.462683823672j,10767.502125138108+8217.250058131085j,11721.94554620016+8792.040113645226j,12732.603317735084+9381.501634114391j,13809.823058182168+10023.644108664892j
493419.4889,13.426877119438295+12.322083525879433j,53.36484114922795+47.770907167050225j,119.58934554079514+106.61494559504897j,212.03155658968197+188.74270456705833j,330.8420987046663+294.2828201369065j,476.3140500090142+423.4426304184291j,648.1244385342094+575.7253167888201j,847.4831562086384+751.2777084414147j,1074.1929737338046+949.9004424606118j,1329.1865228474187+1171.8138189764154j,1613.7670571883161+1417.3680444677716j,1924.8796698318738+1684.9900779301865j,2266.2883175510015+1976.0941998363026j,2643.571641257396+2288.518592283272j,3051.0523886675805+2628.680397748096j,3474.357900835809+2979.3607196381768j,3938.2082555995794+3363.214602543497j,4451.977400564106+3761.979402829055j,5132.448641113741+4303.578731335215j,5568.508675447823+4627.849748168712j,6184.754465309926+5094.475723989961j,6861.590280112298+5575.211171906133j,7539.887952622739+6077.124394321274j,8312.028350750694+6592.942254527224j,9082.596295841715+7130.084166575171j,9930.821371593947+7674.658987246941j,10817.39745197323+8232.523572177583j,11776.406120611884+8805.844014291728j,12792.707359820824+9395.510668996581j,13879.335071082874+10034.317324136893j
497184.2118,13.476140907318118+12.356167699712572j,53.56130137149524+47.8959042375857j,120.02884960649715+106.89068283012517j,212.80823948532387+189.2318351428685j,332.0415829978723+295.0397691483938j,478.05653456515773+424.53611053122984j,650.5191751869999+577.1817160341528j,850.5864038301681+753.200987592079j,1078.0962694933826+952.3320087917972j,1334.2293193664095+1174.9338240977863j,1619.7207366465325+1420.950062799615j,1932.0498444883465+1689.3491812235084j,2274.770165101296+1980.5155280486704j,2654.0482829994567+2294.432035861384j,3062.985287184258+2635.068635918823j,3488.493250716285+2986.4760076615316j,3954.3846489573775+3370.538106902352j,4471.089305086846+3771.07828835081j,5153.930594043626+4313.4211613646585j,5593.059717714567+4639.737629343186j,6211.7824130969575+5107.289520011236j,6890.282485920005+5585.71472524822j,7573.279488043623+6087.494474649999j,8353.841632187901+6605.679133470498j,9122.318551017537+7136.460763755985j,9972.481295922134+7687.720444147361j,10876.534965745783+8248.251794629497j,11832.015974651+8820.146029727182j,12855.778549408646+9406.32407787769j,13947.690138388265+10040.079875951833j
500977.6591,13.524027453431142+12.390272146456088j,53.75364862552547+48.02074293774252j,120.46825725557581+107.16952123550669j,213.5913935509763+189.7266605825519j,333.2418529924383+295.8210092635402j,479.8185838425798+425.64345616988373j,652.8998113563758+578.696048415678j,853.7966408472729+755.1785305293503j,1082.214672109188+954.8040779395895j,1339.233766879416+1177.9533959142686j,1626.054538748103+1424.5548382935774j,1939.6740176050082+1693.5242124293602j,2283.625688599987+1985.6291704313087j,2664.268070473826+2300.069861636561j,3075.5509009615503+2641.9252248054913j,3502.692967568471+2994.844128239352j,3970.020577333477+3378.797327942613j,4488.883584803884+3780.4178915176008j,5177.066324079861+4322.607805035885j,5615.71381784234+4650.659679701457j,6236.427138253807+5118.446385617294j,6922.681345213071+5597.919321838819j,7608.271843059777+6103.744798390554j,8389.915400714232+6618.532572138281j,9172.048913634699+7154.021994299177j,10024.90653455568+7699.168638938512j,10919.988066435475+8261.445934836163j,11894.17973997955+8830.368351763342j,12917.229031863297+9426.450943762004j,14027.844672364938+10067.801186645955j
504800.0498,13.573810336880225+12.423842010049038j,53.94844568271761+48.145666484396074j,120.9006307058176+107.4442102559146j,214.362181909465+190.2060226781043j,334.4493580107219+296.58061932581194j,481.5643394787545+426.7270797994216j,655.2875907216026+580.134622244204j,856.9306982024439+757.0727161469746j,1086.181521112558+957.2316308872885j,1344.096456855733+1180.9300464888856j,1631.981277681173+1428.2442414702437j,1946.8470503633944+1697.902068051146j,2291.993160350755+1990.4472211808222j,2674.4528922665604+2305.801478369487j,3087.556026951762+2648.403604676514j,3516.51412396028+3001.215011295156j,3986.4880652319007+3386.8283973023413j,4507.534294820427+3789.0413808558646j,5197.87928453099+4334.552949854673j,5639.367043298411+4661.144353166806j,6265.063292548184+5126.9221991420145j,6952.370710947016+5607.80100573978j,7641.812698927146+6116.080344077133j,8434.012737297191+6630.136882857012j,9204.177178979799+7169.05486355583j,10072.181618449293+7720.097144889972j,10976.08795782397+8275.055882784749j,11952.112259958854+8841.47844125603j,12990.672879420343+9440.686224139632j,14091.453228157894+10078.075328516941j
508651.6048,13.623937589953368+12.457589189946589j,54.14168599569883+48.27004551326573j,121.3355678025935+107.7213866272799j,215.13406587906238+190.7034378749556j,335.63635000724327+297.3513339480119j,483.2920028977846+427.8158810621926j,657.6768730932037+581.6137071289116j,860.0697541347128+759.0377070458621j,1090.2122402904222+959.5959704897072j,1349.1904588178793+1183.829610775988j,1638.193515788242+1431.8779474027565j,1954.1350516254693+1701.9466912560988j,2301.229943103785+1995.8059122353752j,2684.5550685375647+2311.8197686884314j,3099.1109687726544+2653.9981167482742j,3529.5804028341377+3008.7559788267927j,4002.22382628225+3395.4591663220335j,4524.486968614089+3797.7051138803j,5218.38824133131+4343.098621750091j,5662.381377448574+4671.498368952027j,6289.969329534245+5140.04642245923j,6983.467670992812+5620.899496637351j,7676.802923708084+6131.554447790665j,8463.908589487733+6646.165102774554j,9256.17776356351+7182.839583112752j,10117.989583320843+7733.750335010315j,11025.686646725375+8290.128471591634j,12014.54067112563+8861.251863183123j,13049.832752901075+9453.419712786415j,14157.102556112875+10094.377921775766j
